"","subsection","response","est_dirps","cov_dirps","ps_x","sd_dirps","est_dirmean","cov_dirmean","est_hb_unit","cov_hb_unit","est_hb_area","cov_hb_area","est_freq_unit","cov_freq_unit","est_freq_area","se_freq_area","cov_freq_area"
"1","313Aa","BIOLIVE_TPA",8.9190159146993,0.121969854831536,10.8938841635063,1.04786270177485,8.59116134246575,0.145838830667069,11.8980343213928,1.48630178459468,10.6188559211721,0.086625981774756,12.0125155130573,0.110269721362755,9.18771629510865,0.978688103688344,0.113918021635879
"2","313Ab","BIOLIVE_TPA",2.874581407071,0.0901171397894628,1.69065507864007,0.265199750903212,2.9428336443299,0.115259940290724,5.77369637803648,0.752150461409776,4.18036256281822,0.0995567140428795,5.79431748694966,0.0988781427523439,2.87590158478007,0.263975272331582,0.0897010515154997
"3","313Ac","BIOLIVE_TPA",5.34782852855582,0.0893668327078944,4.41204531413155,0.514639205236289,5.75872714341847,0.1092006880651,8.13392815722056,0.0370489049094486,5.74667365282293,0.0699378616885606,8.14711634057785,0.0794087676050061,5.32761544529142,0.50570474584503,0.0878153684400535
"4","313Ad","BIOLIVE_TPA",1.05340932797058,0.157766217692083,0.321962552131102,0.161472785914884,1.02349405517241,0.226742524936817,4.02152833370339,1.46276483179945,3.39947723129226,0.232781857279115,4.08927579027258,0.271860110959733,1.05767950196064,0.161198327791164,0.157498059687322
"5","313Ae","BIOLIVE_TPA",1.60171680020184,0.159020176011494,2.0177173187257,0.284836752264061,1.791198824,0.197529460896859,7.31472104565862,0.0403037431555147,7.50954818119882,0.293827425106575,7.39748225568948,0.222633116778488,1.6720801715476,0.283304619837316,0.158164808976737
"6","313Ag","BIOLIVE_TPA",9.45708471341879,0.165059430594346,8.70810435695932,1.54741955005883,9.37492359259259,0.17616975306538,10.5090221628685,0.430690680685312,7.24255504647472,0.0541435072415705,10.7226900819132,0.153367894225148,8.66595391574828,1.33766431768022,0.142685356789164
"7","313Ah","BIOLIVE_TPA",4.38078007067115,0.0737247786436897,2.22630809851217,0.376560551337192,5.10765251879699,0.0976990482608429,10.7275003114325,0.234999438039686,7.81325275798092,0.107209395361015,10.7483786619582,0.0889716305916599,4.44772362066925,0.373039327756636,0.073035377090315
"8","313Ai","BIOLIVE_TPA",6.91199550144816,0.0888679595578326,2.39211574230111,0.631218745071888,7.10288329126214,0.0945250139580742,14.094426264478,0.108428931906503,9.16080760708554,0.0903902110040922,14.1264865001056,0.108376486243616,7.03623371108564,0.615084607846609,0.086596468310732
"9","313Aj","BIOLIVE_TPA",10.770451430848,0.0680154377114135,11.6162153153204,0.813476397775261,11.9601729423077,0.0756661002803044,17.1659656694075,0.426427464165499,14.6027627405586,0.0855696757205989,17.2254053530023,0.0770906420079978,11.2271479024762,0.783456153305214,0.0655054201209609
"10","313Ak","BIOLIVE_TPA",0.510706295753079,0.23014320177153,0.728893893195693,0.101722260977003,0.44199550625,0.307443502572362,1.68879804784977,0.0301463260499555,1.72824466829384,0.274037305412501,1.7579470766648,0.469622956882149,0.509945863884541,0.101655664038718,0.22999252843358
"11","313Am","BIOLIVE_TPA",0.393911315368844,0.23971120610445,0.0448452524723711,0.126765224041603,0.528824772532189,0.275185116782964,1.63772091802889,0.0804762482549175,1.22909316715703,0.162890339971204,1.68283705803891,0.271695907455468,0.391472875579386,0.126637904932385,0.239470447509485
"12","313An","BIOLIVE_TPA",2.83337110701334,0.167425477051073,0.507176761656476,0.56794544828764,3.39222834117647,0.214532373165633,4.68136859506033,0.285332802894989,1.84900245920319,0.0382009996010581,4.76542307328366,0.183935956755745,2.70151101631687,0.55652265484436,0.164058134910621
"13","313Ao","BIOLIVE_TPA",3.47633013979319,0.218910949464956,1.77168936124077,0.6884376273869,3.14482957142857,0.266214952290779,5.12008609869464,0.165629459036174,3.19076414507916,0.0711082360253195,5.15640846939036,0.218224075266727,3.35618514289767,0.667806274411424,0.212350545313674
"14","313Ap","BIOLIVE_TPA",6.26807646062274,0.0652269274132016,4.11098529668689,0.427270873198429,6.55052890184049,0.0849761280084205,8.76267130964725,0.0458796199039186,5.28073140154469,0.0564989045815691,8.78002158829754,0.061830236276229,6.21108673344587,0.422141163897305,0.064443828921768
"15","313Aq","BIOLIVE_TPA",6.49303886076487,0.0779971527660697,2.06346592553675,0.494581365059888,6.34101819771863,0.0932984271818402,9.42941652652085,0.0778930821209183,4.66492354084577,0.0515593990827899,9.44415927595782,0.0898738343200397,6.38042422730318,0.486690317718017,0.0767527079315304
"16","313Ar","BIOLIVE_TPA",26.6717026659295,0.140800727941137,14.612950676649,3.6466093915473,25.8990805294118,0.161148778737858,28.4527605612824,0.202114439974283,13.1083304799605,0.0354719736119783,28.1631687371255,0.11203404594316,17.7516413477326,2.15450129464313,0.0831883314234423
"17","313As","BIOLIVE_TPA",33.5272248627827,0.135318266279445,25.4369082725438,4.67399770934942,34.5407744117647,0.135502571979312,33.4181853604248,1.9729731674784,17.3787242976418,0.0352620973282473,33.0962141810492,0.0936938818985783,21.9836096324559,2.41137073358782,0.0698122950238922
"18","313At","BIOLIVE_TPA",2.53220610923177,0.205382165089328,1.00211656600072,0.497594356205764,2.42277296078431,0.24028360090697,6.62535009873975,0.0901718614259693,5.12821641940845,0.148346035156101,6.78959356802314,0.206618434122273,2.59419330371419,0.489533267729056,0.202054949288596
"19","313Ba","BIOLIVE_TPA",14.5124427410256,0.0846615609792064,12.6927832182797,1.121437382752,13.2461222044728,0.09683765896068,17.268260461322,0.0869438859224957,12.1140148701141,0.0640946324910319,17.2758502384521,0.0802654390793504,14.1632760754121,1.03975988051711,0.0784954165805609
"20","313Bc","BIOLIVE_TPA",0.433133337592664,0.228217953783583,0.202012430325307,0.107687987354831,0.471864660818713,0.267348693933902,1.94199212671848,0.118342834528033,1.70718105581298,0.253562162154746,1.97282503771647,0.285722899808241,0.432380622252292,0.107609015535049,0.228050592617683
"21","313Bd","BIOLIVE_TPA",3.40992221081833,0.0501447092941345,6.10771032845754,0.166576720046054,3.32192014652956,0.0753380898214876,4.27720000857591,0.0139519738723149,5.03273317692728,0.106178609584779,4.29194751049483,0.0523025505288971,3.41263124627272,0.166270214655169,0.0500524417568774
"22","313Be","BIOLIVE_TPA",18.021483811572,0.0806662596947806,18.8659140430344,1.39797750739635,17.3303871121076,0.0885064406069567,19.962737971916,0.589452626586811,15.0748321061492,0.0609630289590396,19.9764463588999,0.065361196997717,17.5325567657032,1.25732360862405,0.0725502321725773
"23","313Bo","BIOLIVE_TPA",4.58653497571888,0.0427351202197841,6.88930236066079,0.193359452088252,4.52460297511312,0.0526966921965817,7.40256082456307,0.0799385830258854,7.63783524070211,0.118307458722808,7.41275874461294,0.0515347834893116,4.60195844031015,0.192879098003682,0.042628955306042
"24","313Bp","BIOLIVE_TPA",20.9190297637108,0.102598625582533,25.5545019486707,2.09233672109983,20.3934186176471,0.114093695148514,21.4445153899941,0.915332290400986,18.0287129092762,0.0619579451109516,21.5192879811575,0.079186049140931,20.3405402022723,1.71274215959037,0.0839850439841548
"25","313Bs","BIOLIVE_TPA",2.17149334101218,0.208350965211823,4.21238694549457,0.429002246348392,2.05903652,0.271220750578134,4.62541998853322,0.240421228278923,5.34089938387155,0.181791119283648,4.85114802890701,0.21980047894586,2.23602290105655,0.423808739022545,0.205828665449093
"26","313Ca","BIOLIVE_TPA",0.625871345713475,0.199510410182103,0.311682279674115,0.134011254122843,0.671700559386973,0.210097026857867,3.53855279974495,0.0563065371915723,3.27418093824135,0.341624715059623,3.57741171147857,0.347093542479349,0.629631334783177,0.133854574028475,0.199277151340527
"27","313Cc","BIOLIVE_TPA",3.61564490646925,0.120015334953379,1.17355990910644,0.427939603887715,3.5657076993865,0.123638797255638,9.04140351014277,0.764483677801911,6.60249863247972,0.129773165342272,9.05227895538805,0.12348570216001,3.6816975633289,0.422767778233086,0.118564900399947
"28","313Cd","BIOLIVE_TPA",9.61128780375673,0.0532245952368936,4.37510394635471,0.502052769626618,9.43272123333333,0.0572443476782532,15.9230419889874,0.0285697560929794,9.80757253636931,0.0728696771935334,15.9226936112572,0.0570821443728603,9.61531068091911,0.493925008418256,0.0523629391985873
"29","313Da","BIOLIVE_TPA",0.602684082348534,0.243969287266263,0.39116580311888,0.148655590481692,0.609320919642857,0.344104418423818,1.1865879550882,0.0123126649328957,0.881420418577024,0.101381645233376,1.21866166667336,0.206481760026526,0.597083464136121,0.1484521866644,0.243635466760952
"30","313Db","BIOLIVE_TPA",0.638593587529379,0.0809247965966766,0.110729803279549,0.0717674948603994,0.886841831905782,0.10429052035571,2.39132545801296,0.0445030013371262,1.72449379999668,0.136281775684959,2.40121731553017,0.112838742689323,0.638103186304462,0.0717441026655145,0.0808984196328896
"31","313Dc","BIOLIVE_TPA",6.48585105616205,0.15304659431245,5.49632953018954,0.947526740185056,6.19109980487805,0.169169095272724,12.6564710165695,0.354599026294671,10.5065545822951,0.118936411911542,12.7419879089207,0.128428706966265,7.00654845455787,0.895621969534008,0.144662822076998
"32","313De","BIOLIVE_TPA",8.24671786008421,0.101783103912543,0.810514719042874,0.78393843495698,7.70204881578947,0.131653326773984,12.4610407808251,0.0947752505546565,5.66680597366238,0.051564925287985,12.4720092353462,0.135975183218568,7.92843980670599,0.753098868970404,0.0977790308763722
"33","313Df","BIOLIVE_TPA",19.5899466890236,0.118898994879152,5.16266486994161,2.38742634841432,20.079449375,0.119074168447259,30.9243299054873,0.0607162049561642,16.2148904812851,0.0565958435123407,30.5439297937249,0.108023869833604,18.5166693204161,1.82977827916776,0.0911269151357273
"34","315Aa","BIOLIVE_TPA",0.236805723003612,0.279295901516021,1.25737348995549,0.0677422051449077,0.242546363112392,0.319202732132101,1.01326374720004,0.17296469689227,0.575690767211781,1.17230140773817,1.01514029887613,0.429216279884102,0.239932466426778,0.0674301968412175,0.278009515277586
"35","315Ab","BIOLIVE_TPA",0.0437448971281806,0.347076507157146,1.52500948677639,0.0151864465360812,0.043755328358209,0.347484856262926,1.04168216185541,13.415146948284,0.730518980142696,8.24603826652873,1.0440107646402,3.05899264052446,0.0445563917928914,0.0151836844411211,0.347013381246228
"36","315Ad","BIOLIVE_TPA",0.304735269769853,0.128073679195535,0.997022619104027,0.0427738158543161,0.333978192263936,0.153418028476351,1.05189399778736,0.252166123226656,0.522683093022395,0.772974437288358,1.05253624453937,0.266712724097488,0.30423035937012,0.0426999045452079,0.127852373401264
"37","315Ba","BIOLIVE_TPA",0.0237162435432865,0.443985400707485,0.315267430718098,0.0105209252222949,0.0236965567010309,0.444144215463528,0.577215023218609,0.0412654177303662,0.342981451155971,7.14875113347158,0.577960696260156,2.37089098315916,0.0236257932450264,0.0105203343754419,0.443960466837963
"38","315Bb","BIOLIVE_TPA",0.1704035,0.640991033630852,0.9,0.109227115599315,0.1704035,0.641012762066817,1.08152954480886,0.0834951846970655,0.607887707857278,1.76193401495421,1.13556239974585,1.18168147671062,0.186406280351343,0.107829638913699,0.63279004782002
"39","315Bc","BIOLIVE_TPA",0.989589674074818,0.116975236039311,3.61819313666768,0.119322942221997,1.02007011280488,0.138661602828759,1.97554709595732,1.57417542737602,0.967271494844056,0.468342052826942,1.97711536215356,0.148084979091322,1.0042744458296,0.119125158445368,0.116781343703729
"40","315Bd","BIOLIVE_TPA",0.0051004309276118,0.766517586463786,0.160713726947187,0.00391176650270762,0.00510329648241206,0.767157574658466,0.755472760993836,0.257637005685938,0.433489557208403,41.9539280286477,0.758761714944652,15.2659322927231,0.00510536460192792,0.00391171998603834,0.766508471439911
"41","315Ha","BIOLIVE_TPA",0.378017782091699,0.325908213442869,0.623021678782124,0.124607433418721,0.38233903988604,0.330922320167283,0.897194084565243,0.266917529034815,0.36145681756071,0.466930845411999,0.898655015711986,0.325319419363282,0.341825670116611,0.123100314098839,0.321966373445753
"42","315Hb","BIOLIVE_TPA",3.51071097137816,0.156155406879841,6.75354097235836,0.657134548760942,4.20820874468085,0.18890985829669,4.23001934133829,7.51409601236459,1.0510864780309,0.12336329580173,4.21741204153833,0.146153588301183,2.01180825103311,0.458860805167313,0.109039459068496
"43","321Ac","BIOLIVE_TPA",0.117091569750486,0.161713503994155,1.18824502038153,0.0189587338127928,0.117236553191489,0.161762867198628,1.18999862392961,0.0324927402093045,1.27018632038034,3.21687757867029,1.19703616668703,2.20695343515495,0.117526219048582,0.018956387246529,0.161693488340334
"44","321Ad","BIOLIVE_TPA",0.194064728167694,0.191634909238854,2.56417905098038,0.0371862066776729,0.194047143212951,0.191862283360199,0.97634480462623,0.511757744428693,1.3306724504048,2.03607633506611,0.981795617886078,1.04865971115823,0.195831833418999,0.0371683997623555,0.191543143315262
"45","321Ae","BIOLIVE_TPA",0.104899682487107,0.615259317375783,1.12984079724021,0.064628823694366,0.105043226277372,0.615646208131408,1.23946873451571,1.52123422893664,1.31030246884377,3.70368166202286,1.26966890882042,3.2412239094513,0.110585799640155,0.0645344068990903,0.614360479834118
"46","321Af","BIOLIVE_TPA",0.242371810656846,0.392263588125741,0.235324600864426,0.096411623414412,0.24578275,0.392772046076032,0.779814134879653,0.31532046858066,0.553380226260732,0.66850149297528,0.820859342707833,0.69568676135527,0.228573420076541,0.0962321877743799,0.39153353021878
"47","321Ag","BIOLIVE_TPA",0.130740798174821,0.169506496525646,0.786851821257776,0.0208414035582619,0.122953420579421,0.176626125726501,0.957388168805746,0.975052239943973,0.951360588100896,2.29738977951099,0.961058255833952,1.6365590713902,0.13077404294334,0.0208386147222843,0.169483814472846
"48","321Ah","BIOLIVE_TPA",0.757295676590728,0.329737493237767,0.21642315192178,0.203179772706169,0.616186441860465,0.390359287543053,2.36934332918628,0.0983158852765381,1.68317906389704,0.811051303175913,2.4372190911368,0.758519324649195,0.814443668523471,0.200196039067293,0.32489523538174
"49","321Ai","BIOLIVE_TPA",0.630141545198956,0.531712949090555,0.280984713673094,0.342652111922797,0.644430632183908,0.532940384618079,1.41199352387994,2.96823289047787,0.79094397804707,0.364417892364934,1.44716393877763,0.561761668923797,0.49602415725132,0.327532225612599,0.508250553674996
"50","321Aj","BIOLIVE_TPA",1.08826454259873,0.116500428034726,0.1892929789146,0.133772532464446,1.1482578624052,0.120170154973357,2.29497878856872,0.191231499972086,1.10729300057083,0.286321045287168,2.29693411700711,0.263078163521949,1.06895666073572,0.132925728899091,0.115762959916214
"51","321Ak","BIOLIVE_TPA",4.28287578304144,0.183118870369884,2.09630597460734,0.854602265288546,4.6669262625,0.189218866998081,6.80255522394903,0.642579394855483,2.66117677835177,0.169306226426761,6.77958901565601,0.201365259470706,3.81379567536626,0.686518562832511,0.147102937612036
"52","321Am","BIOLIVE_TPA",4.86914158466856,0.124385024053839,4.36022343639443,0.651154774474318,5.23499335573123,0.130704759845564,7.11043810023581,2.2009604147912,2.90646274896073,0.164846135492509,7.10220171940619,0.192923777675406,4.46151178829382,0.600626602002058,0.114733020882347
"53","322Am","BIOLIVE_TPA",0.000587304405479994,0.867093354527898,0.0439423587498253,0.00612173711677415,0.00706006692913386,1,0.123733879538157,0.0955264628597303,0.189996253581249,7.44281194525509,0.128676902750625,3.32838361703578,0.000573537868231611,0.00612169964205538,0.867088046544397
"54","322Aq","BIOLIVE_TPA",0.337307449002516,0.50728448789524,1.59354958523733,0.221864377932998,0.437356913580247,0.616421367346008,1.39883386076183,0.0630795268152567,2.55400063784429,1.61504947892689,1.4157784752648,0.601806704512173,0.421316329721871,0.220176579368127,0.503425400471527
"55","322Ar","BIOLIVE_TPA",4.04289706568997,0.15751376856918,6.46764229010816,0.65179275953948,4.13800498496241,0.190531904217382,3.86961373603863,0.465521971233187,3.54330864760173,0.236820231499838,3.87510284057233,0.126107307614219,4.0514674876762,0.623363480204805,0.150643482178035
"56","322As","BIOLIVE_TPA",0.00106364872879197,0.897567202563529,0.433695079906931,0.00424932478964413,0.00473426923076923,1,0.155158449163381,3.00002953993539,0.72685000267034,42.4612398361948,0.16851497905976,32.0528517028053,0.00106678972249305,0.00424930992554195,0.897564062881045
"57","322At","BIOLIVE_TPA",0.172309745714918,0.331533650565475,0.344805656541377,0.0681626135709127,0.205597873563218,0.474457468431718,0.673799399446332,1.22153717745743,0.911533108666474,1.2261812074749,0.687803082764711,0.730390176553779,0.173391581403539,0.0680992778941011,0.331225594476596
"58","322Av","BIOLIVE_TPA",0.655597947003434,0.146068889158367,0.41738153857595,0.0873048222218264,0.597696215291751,0.165398564938914,1.4879074332913,0.180710516655927,1.49312609572417,0.690902567616767,1.48967872441841,0.259651747017298,0.659107468112256,0.0871696538620141,0.145842740227934
"59","322Aw","BIOLIVE_TPA",1.63469155725539,0.145173584883379,0.0777351961141518,0.224273530885117,1.54486459134615,0.17911327316725,2.302345380224,3.24613472751429,1.124478929529,0.201308322353155,2.30515130190961,0.176951300052076,1.60399437539492,0.221934822006606,0.143659724774466
"60","322Ax","BIOLIVE_TPA",6.02907111671928,0.0842919405056358,0.833990737405819,0.546437204682413,6.48267439810427,0.0983004345542975,8.0569714670708,2.16044158778362,2.80783859556043,0.119789501335097,8.05067085793123,0.0996856546876813,5.49479909797207,0.520852341050291,0.0803452879266317
"61","322Ay","BIOLIVE_TPA",0.0765094441702451,0.922192044324665,0.238072880215983,0.070628973569996,0.0765881401869159,0.92314108013528,0.178715313192068,33.9414310120726,0.284253917579114,1.02646882044653,0.184614390785005,0.488787108784538,0.0748772463762823,0.070568799396716,0.921406359058863
"62","322Az","BIOLIVE_TPA",0.361368398461399,0.152126583972755,0.67661081986577,0.054788358414181,0.360149797513321,0.217845872078985,0.67482257196496,0.0153593989009737,0.841753184467058,0.646401595614115,0.676868595476198,0.210702988224487,0.361438554480027,0.054755808313774,0.152036204634403
